cdc2k_amici,cdc2k_copasi,cdc2k_tellurium,cdc2k-P_amici,cdc2k-P_copasi,cdc2k-P_tellurium,p-cyclin_cdc2_amici,p-cyclin_cdc2_copasi,p-cyclin_cdc2_tellurium,p-cyclin_cdc2-p_amici,p-cyclin_cdc2-p_copasi,p-cyclin_cdc2-p_tellurium,cyclin_amici,cyclin_copasi,cyclin_tellurium,p-cyclin_amici,p-cyclin_copasi,p-cyclin_tellurium
0.75,0.75,0.0,0.75,0.75,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7478741950005864,0.7478741949558363,2.1365660663752993e-05,0.7478741950005864,0.7478741949558363,2.1365660663752993e-05,0.25094866901980684,0.2509486690646077,2.1365660663752993e-05,0.25094866901980684,0.2509486690646077,2.1365660663752993e-05,2.1365660790191343e-05,2.13656607905263e-05,2.1365660663752993e-05,2.1365660790191343e-05,2.13656607905263e-05,2.1365660663752993e-05
0.7464386260826167,0.7464386260826225,8.12671990621526e-05,0.7464386260826167,0.7464386260826225,8.12671990621526e-05,0.2519939828805659,0.25199398288020347,8.12671990621526e-05,0.2519939828805659,0.25199398288020347,8.12671990621526e-05,8.126720607997755e-05,8.126720580381013e-05,8.12671990621526e-05,8.126720607997755e-05,8.126720580381013e-05,8.12671990621526e-05
0.7450405065253863,0.7450405065035355,0.00017405291970443954,0.7450405065253863,0.7450405065035355,0.00017405291970443954,0.25303464562803324,0.2530346456029746,0.00017405291970443954,0.25303464562803324,0.2530346456029746,0.00017405291970443954,0.0001740530083251469,0.00017405297172402235,0.00017405291970443954,0.0001740530083251469,0.00017405297172402235,0.00017405291970443954
0.7436767613894143,0.7436767613124194,0.0002948218620258934,0.7436767613894143,0.7436767613124194,0.0002948218620258934,0.2540697414820828,0.25406974139171074,0.0002948218620258934,0.2540697414820828,0.25406974139171074,0.0002948218620258934,0.0002948220976233087,0.0002948219686813139,0.0002948218620258934,0.0002948220976233087,0.0002948219686813139,0.0002948218620258934
0.7423446839445331,0.7423446838772699,0.0004393159473440818,0.7423446839445331,0.7423446838772699,0.0004393159473440818,0.2550985808548335,0.2550985807539433,0.0004393159473440818,0.2550985808548335,0.2550985807539433,0.0004393159473440818,0.0004393164376108804,0.0004393163171760668,0.0004393159473440818,0.0004393164376108804,0.0004393163171760668,0.0004393159473440818
0.7410418817803379,0.7410418817932928,0.0006038308911785385,0.7410418817803379,0.7410418817932928,0.0006038308911785385,0.2561206482737667,0.25612064824606917,0.0006038308911785385,0.2561206482737667,0.25612064824606917,0.0006038308911785385,0.0006038311342808457,0.0006038311441776311,0.0006038308911785385,0.0006038311342808457,0.0006038311441776311,0.0006038308911785385
0.7397662323790476,0.7397662323790039,0.0007851394426708781,0.7397662323790476,0.7397662323790039,0.0007851394426708781,0.2571355627757898,0.2571355627525594,0.0007851394426708781,0.2571355627757898,0.2571355627525594,0.0007851394426708781,0.0007851391182812684,0.0007851391006656249,0.0007851394426708781,0.0007851391182812684,0.0007851391006656249,0.0007851394426708781
0.7385158461212104,0.7385158462418772,0.0009804282238046746,0.7385158461212104,0.7385158462418772,0.0009804282238046746,0.2581430474849363,0.25814304760800266,0.0009804282238046746,0.2581430474849363,0.25814304760800266,0.0009804282238046746,0.0009804273639578305,0.000980427537249537,0.0009804282238046746,0.0009804273639578305,0.000980427537249537,0.0009804282238046746
0.7372890354767992,0.7372890357744786,0.001187243862038729,0.7372890354767992,0.7372890357744786,0.001187243862038729,0.2591429061407917,0.25914290650075905,0.001187243862038729,0.2591429061407917,0.25914290650075905,0.001187243862038729,0.00118724291006311,0.0011872433771997234,0.001187243862038729,0.00118724291006311,0.0011872433771997234,0.001187243862038729
0.7360842889866442,0.736084289337077,0.0014034475327278089,0.7360842889866442,0.736084289337077,0.0014034475327278089,0.2601350048779595,0.26013500537589745,0.0014034475327278089,0.2601350048779595,0.26013500537589745,0.0014034475327278089,0.0014034466022670512,0.001403447176447605,0.0014034475327278089,0.0014034466022670512,0.001403447176447605,0.0014034475327278089
0.7349002492981318,0.7349002496963802,0.0016271749637235273,0.7349002492981318,0.7349002496963802,0.0016271749637235273,0.2611192580088463,0.26111925864095736,0.0016271749637235273,0.2611192580088463,0.26111925864095736,0.0016271749637235273,0.001627173496884931,0.0016271741832015615,0.0016271749637235273,0.001627173496884931,0.0016271741832015615,0.0016271749637235273
0.733735694576116,0.7337356951102779,0.0018568015887002,0.733735694576116,0.7337356951102779,0.0018568015887002,0.26209561693434236,0.26209561779261714,0.0018568015887002,0.26209561693434236,0.26209561779261714,0.0018568015887002,0.0018567989269811713,0.0018567998707719965,0.0018568015887002,0.0018567989269811713,0.0018567998707719965,0.0018568015887002
0.7325895222966031,0.7325895230529206,0.002090912552649892,0.7325895222966031,0.7325895230529206,0.002090912552649892,0.26306406125286075,0.2630640623952063,0.002090912552649892,0.26306406125286075,0.2630640623952063,0.002090912552649892,0.002090908575624571,0.002090909934855943,0.002090912552649892,0.002090908575624571,0.002090909934855943,0.002090912552649892
0.7314607357901262,0.7314607366734582,0.0023282778453038236,0.7314607357901262,0.7314607366734582,0.0023282778453038236,0.26402459198473777,0.2640245933412749,0.0023282778453038236,0.26402459198473777,0.2640245933412749,0.0023282778453038236,0.0023282733631294233,0.0023282749958565196,0.0023282778453038236,0.0023282733631294233,0.0023282749958565196,0.0023282778453038236
0.7303484323041985,0.7303484331860958,0.002567831253168989,0.7303484323041985,0.7303484331860958,0.002567831253168989,0.26497722601630885,0.26497722752801844,0.002567831253168989,0.26497722601630885,0.26497722752801844,0.002567831253168989,0.0025678269761649857,0.0025678286740221175,0.002567831253168989,0.0025678269761649857,0.0025678286740221175,0.002567831253168989
0.7292517927799774,0.7292517935923277,0.002808650376003173,0.7292517927799774,0.7292517935923277,0.002808650376003173,0.26592199181650095,0.2659219934845171,0.002808650376003173,0.26592199181650095,0.2659219934845171,0.002808650376003173,0.002808646465192707,0.0028086481378057824,0.002808650376003173,0.002808646465192707,0.0028086481378057824,0.002808650376003173
0.7281700729655267,0.7281700737761972,0.0030499389548631455,0.7281700729655267,0.7281700737761972,0.0030499389548631455,0.2668589259614451,0.2668589278037068,0.0030499389548631455,0.2668589259614451,0.2668589278037068,0.0030499389548631455,0.00304993527508097,0.0030499369986983927,0.0030499389548631455,0.00304993527508097,0.0030499369986983927,0.0030499389548631455
0.7271025957136678,0.7271025964337009,0.0032910118939403683,0.7271025957136678,0.7271025964337009,0.0032910118939403683,0.2677880704321315,0.26778807255086834,0.0032910118939403683,0.2677880704321315,0.26778807255086834,0.0032910118939403683,0.003291008448248179,0.00329101019633367,0.0032910118939403683,0.003291008448248179,0.00329101019633367,0.0032910118939403683
0.72604874407602,0.7260487447243117,0.0035312824608219073,0.72604874407602,0.7260487447243117,0.0035312824608219073,0.2687094704023395,0.26870947274750434,0.0035312824608219073,0.2687094704023395,0.26870947274750434,0.0035312824608219073,0.003531279310968774,0.003531281051853289,0.0035312824608219073,0.003531279310968774,0.003531281051853289,0.0035312824608219073
0.7250079554897848,0.7250079559933249,0.003770250961763022,0.7250079554897848,0.7250079559933249,0.003770250961763022,0.2696231725643768,0.26962317510102174,0.003770250961763022,0.2696231725643768,0.26962317510102174,0.003770250961763022,0.0037702482303006435,0.0037702498566861012,0.003770250961763022,0.0037702482303006435,0.0037702498566861012,0.003770250961763022
0.7239797164261056,0.7239797167482067,0.00400749456029769,0.7239797164261056,0.7239797167482067,0.00400749456029769,0.27052922370767624,0.2705292264355867,0.00400749456029769,0.27052922370767624,0.2705292264355867,0.00400749456029769,0.004007492253360607,0.004007493735947419,0.00400749456029769,0.004007492253360607,0.004007493735947419,0.00400749456029769
0.7229635578853566,0.7229635579799052,0.004242658328882497,0.7229635578853566,0.7229635579799052,0.004242658328882497,0.2714276697011342,0.2714276725905203,0.004242658328882497,0.2714276697011342,0.2714276725905203,0.004242658328882497,0.004242656376770636,0.004242657616945951,0.004242658328882497,0.004242656376770636,0.004242657616945951,0.004242658328882497
0.7219590510745849,0.7219590510167986,0.004475447592977545,0.7219590510745849,0.7219590510167986,0.004475447592977545,0.2723185545485434,0.27231855762229823,0.004475447592977545,0.2723185545485434,0.27231855762229823,0.004475447592977545,0.004475445183609091,0.00447544633146311,0.004475447592977545,0.004475445183609091,0.00447544633146311,0.004475447592977545
0.7209658040699037,0.7209658038819038,0.004705619900126037,0.7209658040699037,0.7209658038819038,0.004705619900126037,0.27320191980899255,0.27320192308078345,0.004705619900126037,0.27320191980899255,0.27320192308078345,0.004705619900126037,0.00470561639630531,0.004705617519515616,0.004705619900126037,0.00470561639630531,0.004705617519515616,0.004705619900126037
0.7199834584229905,0.7199834580703461,0.004932978793931725,0.7199834584229905,0.7199834580703461,0.004932978793931725,0.27407780401003573,0.27407780747723476,0.004932978793931725,0.27407780401003573,0.27407780747723476,0.004932978793931725,0.004932974323613005,0.00493297538830772,0.004932978793931725,0.004932974323613005,0.00493297538830772,0.004932978793931725
0.7190116860548933,0.7190116856573876,0.0051573705902365095,0.7190116860548933,0.7190116856573876,0.0051573705902365095,0.27494624228804543,0.27494624594636485,0.0051573705902365095,0.27494624228804543,0.27494624594636485,0.0051573705902365095,0.005157364093072165,0.005157365292797888,0.0051573705902365095,0.005157364093072165,0.005157365292797888,0.0051573705902365095
0.7180501873319133,0.7180501867658351,0.005378674642641575,0.7180501873319133,0.7180501867658351,0.005378674642641575,0.2758072659919346,0.275807269828553,0.005378674642641575,0.2758072659919346,0.275807269828553,0.005378674642641575,0.005378667605960965,0.00537866874008396,0.005378674642641575,0.005378667605960965,0.00537866874008396,0.005378674642641575
0.7170986880484038,0.7170986873350507,0.005596805583890364,0.7170986880484038,0.7170986873350507,0.005596805583890364,0.2766609025308567,0.27666090651084363,0.005596805583890364,0.2766609025308567,0.27666090651084363,0.005596805583890364,0.005596798236064305,0.005596799281402394,0.005596805583890364,0.005596798236064305,0.005596799281402394,0.005596805583890364
0.7161569378045898,0.716156936833168,0.005811704584302482,0.7161569378045898,0.716156936833168,0.005811704584302482,0.277507175140416,0.277507179306832,0.005811704584302482,0.277507175140416,0.277507179306832,0.005811704584302482,0.005811697581301465,0.0058116984090281435,0.005811704584302482,0.005811697581301465,0.0058116984090281435,0.005811704584302482
0.7152247080162137,0.7152247067741824,0.0060233381563759856,0.7152247080162137,0.7152247067741824,0.0060233381563759856,0.2783461027593638,0.27834610709812063,0.0060233381563759856,0.2783461027593638,0.27834610709812063,0.0060233381563759856,0.00602333182157203,0.006023332368559285,0.0060233381563759856,0.00602333182157203,0.006023332368559285,0.0060233381563759856
0.7143017902759287,0.7143017889907926,0.006231694516196316,0.7143017902759287,0.7143017889907926,0.006231694516196316,0.27917769993222896,0.2791777043623804,0.006231694516196316,0.27917769993222896,0.2791777043623804,0.006231694516196316,0.00623168872238417,0.0062316891741164,0.006231694516196316,0.00623168872238417,0.0062316891741164,0.006231694516196316
0.7133879947292636,0.7133879945928917,0.006436780025012004,0.7133879947292636,0.7133879945928917,0.006436780025012004,0.2800019767258929,0.28000198096220996,0.006436780025012004,0.2800019767258929,0.28000198096220996,0.006436780025012004,0.006436774689394664,0.006436776176818363,0.006436780025012004,0.006436774689394664,0.006436776176818363,0.006436780025012004
0.7124831490000276,0.712483150898922,0.00663861774478428,0.7124831490000276,0.712483150898922,0.00663861774478428,0.2808189386905183,0.28081894249860384,0.00663861774478428,0.2808189386905183,0.28081894249860384,0.00663861774478428,0.006638612858707918,0.006638616015569338,0.00663861774478428,0.006638612858707918,0.006638616015569338,0.00663861774478428
0.711587096659898,0.7115871006774059,0.006837245095095146,0.711587096659898,0.7115871006774059,0.006837245095095146,0.2816285868135792,0.2816285901935755,0.006837245095095146,0.2816285868135792,0.2816285901935755,0.006837245095095146,0.006837240389014247,0.006837245087312234,0.006837245095095146,0.006837240389014247,0.006837245087312234,0.006837245095095146
0.7106996964487844,0.7106997024300767,0.0070327112957194555,0.7106996964487844,0.7106997024300767,0.0070327112957194555,0.2824309175035516,0.28243092048053814,0.0070327112957194555,0.2824309175035516,0.28243092048053814,0.0070327112957194555,0.0070327071370752375,0.007032712920953182,0.0070327112957194555,0.0070327071370752375,0.007032712920953182,0.0070327112957194555
0.7098208209668456,0.7098208288957416,0.007225077096694338,0.7098208209668456,0.7098208288957416,0.007225077096694338,0.28322592256405116,0.2832259250514454,0.007225077096694338,0.28322592256405116,0.2832259250514454,0.007225077096694338,0.0072250734027817076,0.007225079785965884,0.007225077096694338,0.0072250734027817076,0.007225079785965884,0.007225077096694338
0.7089503560023451,0.7089503620421516,0.007414411961349173,0.7089503560023451,0.7089503620421516,0.007414411961349173,0.28401358917055547,0.2840135923560438,0.007414411961349173,0.28401358917055547,0.2840135923560438,0.007414411961349173,0.007414408830192381,0.007414412582918709,0.007414411961349173,0.007414408830192381,0.007414412582918709,0.007414411961349173
0.7080881996693973,0.7080882025726948,0.007600793565089286,0.7080881996693973,0.7080882025726948,0.007600793565089286,0.2847938999123488,0.2847939041256159,0.007600793565089286,0.2847938999123488,0.2847939041256159,0.007600793565089286,0.007600791011121966,0.007600791294690514,0.007600793565089286,0.007600791011121966,0.007600791294690514,0.007600793565089286
0.7072342616197017,0.707234260357737,0.0077843069289266955,0.7072342616197017,0.707234260357737,0.0077843069289266955,0.285566832659567,0.28556683812057304,0.0077843069289266955,0.285566832659567,0.28556683812057304,0.0077843069289266955,0.0077843041709360445,0.007784300287110675,0.0077843069289266955,0.0077843041709360445,0.007784300287110675,0.0077843069289266955
0.7063884624745902,0.7063884586672265,0.007965041421511568,0.7063884624745902,0.7063884586672265,0.007965041421511568,0.2863323607352502,0.28633236687735736,0.007965041421511568,0.2863323607352502,0.28633236687735736,0.007965041421511568,0.007965038357419569,0.007965032068265026,0.007965041421511568,0.007965038357419569,0.007965032068265026,0.007965041421511568
0.7055507331076584,0.7055507280316327,0.008143092256330382,0.7055507331076584,0.7055507280316327,0.008143092256330382,0.287090452630914,0.2870904591189471,0.008143092256330382,0.287090452630914,0.2870904591189471,0.008143092256330382,0.00814308823801804,0.008143080940536616,0.008143092256330382,0.00814308823801804,0.008143080940536616,0.008143092256330382
0.7047210142613404,0.7047210086093678,0.008318558530101376,0.7047210142613404,0.7047210086093678,0.008318558530101376,0.28784107229044453,0.2878410788192368,0.008318558530101376,0.28784107229044453,0.2878410788192368,0.008318558530101376,0.008318552656941185,0.008318544998608084,0.008318558530101376,0.008318552656941185,0.008318544998608084,0.008318558530101376
0.7038992559426628,0.7038992500640795,0.008491540168616732,0.7038992559426628,0.7038992500640795,0.008491540168616732,0.28858417876042314,0.28858418517253925,0.008491540168616732,0.28858417876042314,0.28858418517253925,0.008491540168616732,0.00849153358817518,0.008491525861115345,0.008491540168616732,0.00849153358817518,0.008491525861115345,0.008491540168616732
0.7030854170627346,0.7030854109275947,0.008662144485375237,0.7030854170627346,0.7030854109275947,0.008662144485375237,0.2893197264081219,0.2893197327490683,0.008662144485375237,0.2893197264081219,0.2893197327490683,0.008662144485375237,0.008662135790494532,0.008662128054627169,0.008662144485375237,0.008662135790494532,0.008662128054627169,0.008662144485375237
0.702279464937075,0.7022794582805681,0.008830475598488794,0.702279464937075,0.7022794582805681,0.008830475598488794,0.29004766476398325,0.2900476709830416,0.008830475598488794,0.29004766476398325,0.2900476709830416,0.008830475598488794,0.008830466104496209,0.008830457997390092,0.008830475598488794,0.008830466104496209,0.008830457997390092,0.008830475598488794
0.7014813750006796,0.7014813678869601,0.008996642976036879,0.7014813750006796,0.7014813678869601,0.008996642976036879,0.2907679384925514,0.29076794461954414,0.008996642976036879,0.2907679384925514,0.29076794461954414,0.008996642976036879,0.008996633068465104,0.008996624741746994,0.008996642976036879,0.008996633068465104,0.008996624741746994,0.008996642976036879
0.7006911306800816,0.7006911230114943,0.009160756618088803,0.7006911306800816,0.7006911230114943,0.009160756618088803,0.2914804871768762,0.29148049323379827,0.009160756618088803,0.2914804871768762,0.29148049323379827,0.009160756618088803,0.009160746515579308,0.009160737932771187,0.009160756618088803,0.009160746515579308,0.009160737932771187,0.009160756618088803
0.6999087228730664,0.6999087146722156,0.0093229264847828,0.6999087228730664,0.6999087146722156,0.0093229264847828,0.2921852454235798,0.29218525141347523,0.0093229264847828,0.2921852454235798,0.29218525141347523,0.0093229264847828,0.00932291723077107,0.009322908519175794,0.0093229264847828,0.00932291723077107,0.009322908519175794,0.0093229264847828
0.6991341497797641,0.699134141343525,0.009483265210800297,0.6991341497797641,0.699134141343525,0.009483265210800297,0.2928821427556266,0.2928821486521194,0.009483265210800297,0.2928821427556266,0.2928821486521194,0.009483265210800297,0.00948325670520739,0.009483248206503238,0.009483265210800297,0.00948325670520739,0.009483248206503238,0.009483265210800297
